Stages_Data
Metric
Time,Kilometers,KPH,Watts,HR,RPM
90:07,50.21,35.90,206,147,96
90:08,50.22,34.45,185,147,95
90:09,50.23,34.33,183,148,94
90:10,50.24,34.02,179,148,93
90:11,50.25,36.42,214,148,85
90:12,50.26,36.74,219,148,80
90:13,50.27,38.72,252,148,80
90:14,50.28,38.67,251,148,81
90:15,50.29,38.32,245,149,80
90:16,50.31,39.24,261,149,79
90:17,50.32,38.43,247,148,80
90:18,50.33,38.43,247,148,80
90:19,50.34,38.03,240,149,79
90:20,50.35,37.48,231,149,79
90:21,50.36,37.55,232,149,78
90:22,50.37,40.06,276,149,81
90:23,50.38,39.57,267,149,81
90:24,50.39,38.21,243,150,81
90:25,50.40,39.12,259,150,80
90:26,50.41,38.21,243,151,82
90:27,50.42,38.50,248,151,82
90:28,50.43,36.98,223,151,79
90:29,50.44,37.98,239,151,78
90:30,50.45,39.12,259,152,79
90:31,50.47,38.72,252,152,80
90:32,50.48,38.38,246,152,80
90:33,50.49,37.59,233,153,78
90:34,50.50,38.25,244,153,78
90:35,50.51,39.01,257,153,80
90:36,50.52,39.28,262,153,81
90:37,50.53,39.46,265,153,81
90:38,50.54,36.74,219,153,80
90:39,50.55,34.95,192,154,81
90:40,50.56,34.68,188,154,81
90:41,50.57,34.37,184,154,82
90:42,50.58,34.68,188,154,87
90:43,50.59,34.16,181,154,89
90:44,50.60,35.28,197,154,90
90:45,50.61,34.87,191,154,94
90:46,50.62,33.87,177,154,94
90:47,50.63,34.45,185,154,91
90:48,50.64,34.52,186,154,92
90:49,50.65,35.02,193,154,93
90:50,50.66,34.16,181,155,93
90:51,50.67,34.10,180,155,90
90:52,50.68,35.23,196,155,89
90:53,50.68,33.52,172,156,91
90:54,50.69,34.37,184,156,91
90:55,50.70,34.10,180,156,93
90:56,50.71,34.45,185,156,92
90:57,50.72,34.52,186,157,93
90:58,50.73,34.73,189,157,92
90:59,50.74,34.95,192,157,91
91:00,50.75,36.42,214,157,94
91:01,50.76,35.90,206,157,94
91:02,50.77,34.81,190,157,95
91:03,50.78,36.03,208,158,95
91:04,50.79,34.02,179,158,95
91:05,50.80,33.21,168,158,95
91:06,50.81,34.02,179,157,93
91:07,50.82,35.15,195,157,94
91:08,50.83,33.65,174,157,93
91:09,50.84,33.36,170,157,93
91:10,50.85,33.87,177,157,94
91:11,50.86,33.29,169,156,94
91:12,50.87,33.44,171,156,94
91:13,50.88,34.52,186,156,93
91:14,50.89,35.08,194,155,93
91:15,50.89,33.79,176,155,94
91:16,50.90,33.65,174,155,94
91:17,50.91,33.95,178,155,94
91:18,50.92,34.10,180,154,95
91:19,50.93,33.21,168,154,96
91:20,50.94,34.37,184,154,92
91:21,50.95,33.95,178,154,93
91:22,50.96,34.16,181,154,94
91:23,50.97,34.16,181,154,95
91:24,50.98,34.95,192,154,95
91:25,50.99,35.28,197,154,95
91:26,51.00,35.55,201,154,95
91:27,51.01,35.08,194,153,96
91:28,51.02,33.29,169,153,94
91:29,51.03,35.55,201,153,95
91:30,51.04,36.03,208,153,95
91:31,51.05,34.45,185,153,95
91:32,51.06,35.63,202,152,94
91:33,51.07,34.60,187,153,96
91:34,51.08,34.02,179,152,96
91:35,51.09,33.57,173,152,93
91:36,51.10,33.95,178,152,93
91:37,51.10,32.81,163,152,92
91:38,51.11,33.07,166,152,91
91:39,51.12,34.10,180,151,91
91:40,51.13,34.52,186,151,92
91:41,51.14,35.15,195,150,94
91:42,51.15,34.68,188,150,94
91:43,51.16,33.87,177,150,94
91:44,51.17,35.08,194,150,93
91:45,51.18,34.73,189,149,93
91:46,51.19,32.99,165,149,93
91:47,51.20,31.30,144,149,93
91:48,51.21,32.36,157,149,90
91:49,51.22,36.08,209,149,88
91:50,51.23,36.79,220,149,93
91:51,51.24,36.48,215,149,95
91:52,51.25,34.81,190,149,95
91:53,51.26,34.02,179,149,95
91:54,51.27,34.16,181,149,93
91:55,51.28,34.33,183,149,93
91:56,51.29,35.28,197,149,92
91:57,51.30,35.28,197,149,92
91:58,51.31,34.33,183,149,91
91:59,51.32,34.37,184,149,91
92:00,51.33,34.95,192,149,92
92:01,51.33,34.52,186,148,92
92:02,51.34,35.02,193,148,92
92:03,51.35,35.76,204,148,92
92:04,51.36,34.52,186,149,93
92:05,51.37,34.95,192,149,93
92:06,51.38,34.37,184,149,92
92:07,51.39,34.60,187,149,91
92:08,51.40,33.95,178,149,90
92:09,51.41,38.08,241,150,92
92:10,51.42,37.42,230,150,95
92:11,51.43,35.50,200,150,97
92:12,51.44,34.16,181,150,97
92:13,51.45,33.13,167,151,95
92:14,51.46,33.57,173,150,95
92:15,51.47,33.29,169,150,94
92:16,51.48,34.16,181,150,94
92:17,51.49,35.55,201,149,94
92:18,51.50,35.63,202,149,97
92:19,51.51,34.68,188,150,97
92:20,51.52,34.52,186,150,96
92:21,51.53,35.23,196,150,95
92:22,51.54,35.36,198,149,95
92:23,51.55,35.95,207,150,98
92:24,51.56,35.90,206,149,98
92:25,51.57,35.69,203,150,97
92:26,51.58,35.50,200,149,97
92:27,51.59,36.35,213,149,98
92:28,51.60,35.50,200,150,97
92:29,51.61,34.73,189,149,97
92:30,51.62,36.08,209,149,95
92:31,51.63,36.29,212,149,95
92:32,51.64,37.05,224,149,99
92:33,51.65,34.73,189,149,98
92:34,51.66,34.87,191,149,98
92:35,51.67,35.63,202,148,98
92:36,51.68,34.37,184,148,96
92:37,51.69,35.63,202,148,98
92:38,51.70,35.76,204,148,99
92:39,51.71,36.03,208,148,100
92:40,51.72,36.16,210,148,100
92:41,51.73,35.95,207,148,101
92:42,51.74,35.50,200,148,99
92:43,51.75,35.15,195,148,99
92:44,51.76,34.95,192,148,98
92:45,51.77,35.42,199,148,98
92:46,51.78,35.63,202,147,97
92:47,51.79,36.48,215,147,98
92:48,51.79,34.16,181,148,95
92:49,51.80,36.03,208,148,95
92:50,51.81,34.24,182,148,98
92:51,51.82,35.02,193,148,99
92:52,51.83,34.33,183,148,101
92:53,51.84,33.21,168,148,102
92:54,51.85,31.04,141,149,102
92:55,51.86,32.20,155,149,100
92:56,51.87,37.79,236,149,102
92:57,51.88,34.45,185,148,107
92:58,51.89,34.33,183,149,110
92:59,51.90,34.24,182,149,110
93:00,51.91,33.57,173,148,109
93:01,51.92,34.16,181,149,110
93:02,51.93,34.45,185,148,111
93:03,51.94,31.14,142,149,109
93:04,51.95,32.36,157,148,109
93:05,51.96,33.21,168,148,108
93:06,51.96,33.21,168,148,108
93:07,51.97,33.65,174,148,108
93:08,51.98,33.87,177,149,108
93:09,51.99,34.16,181,148,109
93:10,52.00,34.24,182,148,109
93:11,52.01,33.44,171,148,110
93:12,52.02,34.02,179,148,111
93:13,52.03,32.99,165,148,110
93:14,52.04,33.52,172,149,111
93:15,52.05,32.89,164,149,109
93:16,52.06,33.73,175,149,111
93:17,52.07,32.51,159,149,110
93:18,52.08,33.57,173,149,110
93:19,52.09,33.79,176,148,109
93:20,52.10,34.37,184,149,111
93:21,52.11,34.73,189,148,113
93:22,52.11,33.57,173,148,113
93:23,52.12,32.20,155,148,112
93:24,52.13,33.57,173,147,111
93:25,52.14,33.29,169,147,111
93:26,52.15,30.01,129,147,108
93:27,52.16,34.02,179,147,102
93:28,52.17,35.36,198,147,102
93:29,52.18,33.52,172,147,100
93:30,52.19,35.90,206,147,99
93:31,52.20,35.82,205,147,99
93:32,52.21,36.53,216,147,98
93:33,52.22,36.16,210,146,98
93:34,52.23,36.53,216,147,98
93:35,52.24,35.55,201,146,97
93:36,52.25,35.76,204,146,97
93:37,52.26,35.82,205,146,96
93:38,52.27,38.08,241,146,99
93:39,52.28,37.24,227,146,96
93:40,52.29,37.05,224,146,96
93:41,52.30,36.48,215,147,96
93:42,52.31,36.66,218,147,94
93:43,52.32,36.23,211,147,95
93:44,52.33,35.63,202,147,94
93:45,52.34,35.69,203,147,95
93:46,52.35,36.03,208,147,95
93:47,52.36,36.42,214,147,95
93:48,52.37,36.23,211,147,95
93:49,52.38,36.03,208,148,95
93:50,52.39,36.16,210,148,95
93:51,52.40,35.15,195,147,95
93:52,52.41,35.15,195,147,95
93:53,52.42,36.53,216,147,95
93:54,52.43,35.02,193,148,95
93:55,52.44,37.48,231,148,95
93:56,52.45,37.17,226,148,99
93:57,52.46,35.90,206,148,98
93:58,52.47,34.95,192,148,93
93:59,52.48,36.29,212,148,93
94:00,52.49,35.02,193,149,91
94:01,52.50,35.90,206,149,91
94:02,52.51,35.55,201,149,93
94:03,52.52,35.23,196,149,95
94:04,52.53,35.50,200,149,95
94:05,52.54,36.79,220,149,96
94:06,52.55,35.76,204,149,97
94:07,52.56,36.42,214,149,96
94:08,52.57,36.98,223,149,96
94:09,52.58,35.23,196,149,98
94:10,52.59,36.87,221,149,97
94:11,52.60,35.82,205,149,96
94:12,52.61,34.10,180,149,95
94:13,52.62,34.16,181,149,94
94:14,52.63,34.33,183,149,94
94:15,52.64,34.45,185,149,93
94:16,52.65,36.08,209,148,95
94:17,52.66,36.79,220,148,98
94:18,52.67,35.50,200,148,97
94:19,52.68,36.87,221,149,97
94:20,52.69,36.87,221,149,98
94:21,52.70,36.08,209,149,97
94:22,52.71,35.82,205,149,97
94:23,52.72,35.76,204,149,97
94:24,52.73,35.02,193,149,96
94:25,52.74,35.15,195,149,96
94:26,52.75,36.23,211,149,96
94:27,52.76,35.82,205,150,96
94:28,52.77,35.90,206,150,96
94:29,52.78,35.28,197,150,95
94:30,52.79,35.28,197,149,96
94:31,52.80,35.42,199,149,95
94:32,52.81,35.28,197,149,95
94:33,52.82,35.63,202,149,95
94:34,52.83,35.42,199,149,94
94:35,52.84,35.82,205,150,95
94:36,52.85,35.55,201,149,95
94:37,52.86,36.35,213,149,96
94:38,52.87,35.42,199,149,95
94:39,52.88,35.55,201,150,95
94:40,52.89,36.03,208,150,94
94:41,52.90,36.92,222,149,94
94:42,52.91,36.42,214,150,94
94:43,52.92,37.11,225,150,94
94:44,52.93,36.53,216,150,94
94:45,52.94,36.29,212,150,93
94:46,52.95,36.29,212,150,93
94:47,52.96,36.87,221,150,92
94:48,52.97,36.74,219,150,93
94:49,52.98,36.79,220,150,94
94:50,52.99,36.35,213,150,93
94:51,53.00,36.35,213,150,94
94:52,53.01,36.08,209,150,93
94:53,53.02,35.82,205,150,92
94:54,53.03,36.79,220,150,92
94:55,53.04,36.66,218,151,92
94:56,53.05,36.98,223,150,94
94:57,53.06,37.24,227,150,94
94:58,53.07,36.48,215,151,94
94:59,53.08,37.42,230,151,94
95:00,53.09,36.98,223,151,92
95:01,53.10,37.90,238,150,93
95:02,53.11,36.61,217,150,94
95:03,53.12,36.92,222,150,94
95:04,53.13,37.42,230,150,93
95:05,53.14,36.53,216,150,94
95:06,53.15,35.90,206,150,93
95:07,53.16,35.82,205,150,92
95:08,53.17,36.23,211,151,93
95:09,53.18,36.35,213,151,93
95:10,53.19,36.08,209,151,94
95:11,53.20,35.90,206,151,93
95:12,53.21,36.03,208,151,93
95:13,53.22,36.48,215,151,93
95:14,53.23,36.53,216,152,94
95:15,53.24,37.11,225,151,94
95:16,53.25,37.67,234,152,95
95:17,53.26,36.87,221,152,95
95:18,53.28,37.55,232,152,96
95:19,53.29,37.29,228,152,97
95:20,53.30,36.53,216,152,96
95:21,53.31,36.87,221,152,96
95:22,53.32,37.42,230,152,94
95:23,53.33,37.05,224,152,94
95:24,53.34,36.92,222,152,94
95:25,53.35,37.42,230,151,93
95:26,53.36,36.79,220,151,93
95:27,53.37,38.21,243,151,94
95:28,53.38,35.82,205,152,93
95:29,53.39,35.55,201,152,93
95:30,53.40,35.42,199,152,92
95:31,53.41,35.76,204,151,93
95:32,53.42,36.48,215,151,93
95:33,53.43,37.37,229,152,96
95:34,53.44,37.11,225,151,96
95:35,53.45,36.98,223,151,97
95:36,53.46,36.16,210,151,96
95:37,53.47,35.95,207,151,95
95:38,53.48,35.02,193,150,93
95:39,53.49,35.82,205,150,92
95:40,53.50,36.61,217,150,93
95:41,53.51,37.17,226,150,94
95:42,53.52,36.03,208,150,94
95:43,53.53,36.53,216,150,94
95:44,53.54,36.87,221,150,95
95:45,53.55,36.16,210,150,94
95:46,53.56,36.42,214,150,94
95:47,53.57,36.92,222,150,94
95:48,53.58,36.66,218,150,95
95:49,53.59,36.35,213,150,95
95:50,53.60,36.42,214,151,94
95:51,53.61,36.79,220,151,94
95:52,53.62,36.79,220,151,94
95:53,53.63,37.67,234,151,96
95:54,53.64,36.23,211,152,95
95:55,53.65,37.79,236,152,93
95:56,53.66,38.03,240,152,94
95:57,53.67,36.53,216,152,94
95:58,53.68,36.35,213,152,92
95:59,53.69,37.05,224,152,93
96:00,53.70,36.03,208,152,93
96:01,53.71,37.67,234,152,92
96:02,53.72,38.78,253,152,95
96:03,53.74,36.79,220,152,94
96:04,53.74,35.02,193,152,94
96:05,53.75,35.36,198,152,94
96:06,53.76,35.08,194,151,93
96:07,53.77,35.95,207,151,93
96:08,53.78,36.35,213,151,94
96:09,53.79,36.35,213,151,94
96:10,53.81,36.92,222,151,94
96:11,53.82,36.92,222,151,95
96:12,53.83,37.11,225,151,95
96:13,53.84,37.55,232,151,96
96:14,53.85,37.48,231,151,97
96:15,53.86,37.11,225,152,96
96:16,53.87,36.53,216,152,96
96:17,53.88,35.90,206,152,94
96:18,53.89,37.59,233,152,94
96:19,53.90,36.29,212,152,94
96:20,53.91,36.42,214,152,94
96:21,53.92,36.29,212,152,93
96:22,53.93,36.53,216,152,94
96:23,53.94,36.87,221,152,94
96:24,53.95,36.29,212,152,93
96:25,53.96,36.35,213,152,94
96:26,53.97,35.82,205,153,92
96:27,53.98,36.03,208,153,93
96:28,53.99,36.98,223,152,94
96:29,54.00,37.05,224,152,94
96:30,54.01,36.79,220,152,94
96:31,54.02,36.79,220,153,93
96:32,54.03,37.48,231,152,94
96:33,54.04,37.79,236,153,96
96:34,54.05,36.98,223,152,96
96:35,54.06,37.79,236,153,97
96:36,54.07,37.42,230,152,96
96:37,54.08,36.98,223,153,96
96:38,54.09,38.08,241,153,95
96:39,54.10,38.32,245,153,96
96:40,54.11,40.91,292,153,98
96:41,54.12,40.43,283,153,98
96:42,54.14,41.22,298,153,101
96:43,54.15,41.06,295,153,106
96:44,54.16,41.17,297,153,110
96:45,54.17,40.38,282,153,114
96:46,54.18,40.70,288,153,114
96:47,54.19,43.33,342,153,115
96:48,54.20,42.10,316,153,117
96:49,54.22,41.91,312,153,117
96:50,54.23,42.34,321,153,118
96:51,54.24,42.73,329,154,118
96:52,54.25,42.73,329,154,121
96:53,54.26,43.33,342,154,121
96:54,54.28,42.02,314,155,120
96:55,54.29,34.81,190,155,116
96:56,54.30,34.60,187,155,102
96:57,54.31,36.61,217,155,98
96:58,54.32,37.29,228,155,97
96:59,54.33,36.92,222,155,96
97:00,54.34,37.85,237,155,96
97:01,54.35,36.92,222,155,96
97:02,54.36,37.55,232,155,97
97:03,54.37,37.42,230,155,97
97:04,54.38,35.90,206,156,96
97:05,54.39,37.55,232,156,95
97:06,54.40,37.59,233,156,97
97:07,54.41,37.29,228,156,95
97:08,54.42,37.79,236,156,94
97:09,54.43,37.72,235,156,94
97:10,54.44,37.85,237,156,94
97:11,54.45,37.72,235,156,94
97:12,54.46,38.67,251,156,95
97:13,54.47,36.92,222,156,95
97:14,54.48,35.08,194,156,93
97:15,54.49,35.82,205,156,92
97:16,54.50,36.42,214,156,92
97:17,54.51,36.29,212,155,91
97:18,54.52,38.38,246,155,92
97:19,54.53,36.79,220,155,92
97:20,54.54,36.66,218,155,92
97:21,54.55,37.79,236,156,92
97:22,54.56,36.74,219,155,93
97:23,54.57,36.61,217,156,92
97:24,54.58,34.68,188,155,91
97:25,54.59,35.90,206,156,90
97:26,54.60,36.66,218,156,92
97:27,54.61,36.29,212,156,93
97:28,54.62,36.23,211,156,94
97:29,54.63,35.69,203,156,93
97:30,54.64,36.23,211,156,93
97:31,54.65,36.35,213,156,93
97:32,54.66,36.74,219,156,93
97:33,54.67,35.50,200,156,91
97:34,54.68,34.52,186,156,91
97:35,54.69,35.76,204,156,92
97:36,54.70,36.03,208,155,92
97:37,54.71,35.95,207,156,92
97:38,54.72,36.29,212,155,92
97:39,54.73,35.50,200,156,93
97:40,54.74,35.95,207,156,92
97:41,54.75,36.08,209,156,92
97:42,54.76,35.63,202,156,92
97:43,54.77,37.48,231,156,92
97:44,54.78,36.74,219,156,92
97:45,54.79,37.59,233,156,92
97:46,54.80,37.48,231,156,93
97:47,54.82,39.19,260,156,95
97:48,54.83,39.41,264,156,96
97:49,54.84,36.48,215,156,95
97:50,54.85,36.23,211,156,95
97:51,54.86,36.42,214,157,95
97:52,54.87,36.87,221,157,95
97:53,54.88,36.29,212,157,95
97:54,54.89,36.08,209,157,94
97:55,54.90,36.66,218,157,94
97:56,54.91,36.79,220,157,96
97:57,54.92,37.55,232,157,96
97:58,54.93,37.48,231,157,97
97:59,54.94,36.35,213,157,97
98:00,54.95,36.48,215,157,96
98:01,54.96,36.79,220,157,96
98:02,54.97,36.74,219,157,95
98:03,54.98,37.42,230,157,95
98:04,54.99,37.11,225,157,95
98:05,55.00,37.05,224,156,95
98:06,55.01,37.85,237,156,96
98:07,55.02,37.37,229,156,96
98:08,55.03,37.24,227,156,95
98:09,55.04,37.85,237,156,96
98:10,55.05,37.24,227,156,96
98:11,55.06,37.72,235,155,96
98:12,55.07,37.67,234,155,96
98:13,55.08,36.08,209,155,95
98:14,55.09,36.29,212,155,94
98:15,55.10,37.55,232,155,95
98:16,55.11,36.98,223,155,95
98:17,55.12,37.24,227,155,95
98:18,55.13,37.72,235,155,96
98:19,55.15,37.29,228,155,96
98:20,55.16,37.05,224,155,96
98:21,55.17,35.08,194,155,95
98:22,55.18,36.03,208,155,91
98:23,55.19,37.11,225,155,93
98:24,55.20,36.66,218,155,94
98:25,55.21,36.03,208,154,94
98:26,55.22,34.10,180,155,92
98:27,55.23,33.87,177,155,93
98:28,55.23,34.33,183,155,93
98:29,55.24,36.23,211,154,94
98:30,55.25,35.69,203,154,94
98:31,55.26,36.16,210,154,92
98:32,55.27,36.23,211,154,93
98:33,55.28,35.02,193,154,92
98:34,55.29,35.63,202,154,92
98:35,55.30,35.08,194,154,92
98:36,55.31,35.23,196,155,92
98:37,55.32,35.90,206,155,92
98:38,55.33,36.03,208,155,92
98:39,55.34,33.57,173,155,90
98:40,55.35,33.07,166,155,89
98:41,55.36,32.99,165,155,88
98:42,55.37,36.61,217,155,88
98:43,55.38,37.05,224,155,90
98:44,55.39,35.02,193,155,91
98:45,55.40,37.37,229,155,95
98:46,55.41,34.81,190,155,95
98:47,55.42,34.81,190,155,94
98:48,55.43,35.36,198,156,94
98:49,55.44,35.95,207,156,93
98:50,55.45,34.10,180,155,93
98:51,55.46,35.15,195,155,93
98:52,55.47,34.81,190,155,94
98:53,55.48,35.15,195,155,95
98:54,55.49,34.87,191,155,95
98:55,55.50,35.08,194,155,94
98:56,55.51,35.55,201,155,95
98:57,55.52,35.76,204,154,96
98:58,55.53,36.53,216,154,96
98:59,55.54,36.92,222,153,96
99:00,55.55,36.48,215,153,99
99:01,55.56,35.23,196,153,97
99:02,55.57,35.95,207,153,97
99:03,55.58,36.74,219,153,97
99:04,55.59,35.95,207,153,98
99:05,55.60,36.03,208,152,97
99:06,55.61,35.36,198,153,95
99:07,55.62,35.23,196,153,94
99:08,55.63,36.35,213,152,96
99:09,55.64,35.15,195,152,96
99:10,55.65,34.95,192,152,93
99:11,55.66,35.95,207,152,94
99:12,55.67,34.60,187,152,95
99:13,55.68,35.08,194,152,94
99:14,55.69,35.28,197,152,94
99:15,55.70,35.28,197,152,96
99:16,55.71,35.50,200,152,96
99:17,55.72,34.81,190,152,95
99:18,55.73,35.50,200,152,95
99:19,55.74,35.82,205,152,96
99:20,55.75,35.28,197,152,96
99:21,55.76,37.59,233,152,97
99:22,55.77,36.61,217,152,97
99:23,55.78,37.29,228,152,96
99:24,55.79,37.59,233,153,96
99:25,55.80,36.98,223,152,97
99:26,55.81,34.60,187,152,95
99:27,55.82,35.69,203,152,95
99:28,55.83,34.81,190,153,96
99:29,55.84,34.73,189,153,95
99:30,55.85,35.28,197,152,94
99:31,55.86,34.95,192,152,95
99:32,55.87,35.76,204,152,96
99:33,55.88,35.23,196,152,96
99:34,55.89,34.81,190,153,95
99:35,55.90,35.50,200,152,95
99:36,55.91,34.95,192,152,96
99:37,55.92,35.23,196,152,97
99:38,55.93,36.03,208,152,98
99:39,55.94,35.28,197,152,97
99:40,55.95,35.28,197,153,96
99:41,55.96,35.69,203,153,96
99:42,55.97,35.55,201,153,97
99:43,55.98,36.74,219,152,96
99:44,55.99,36.29,212,153,96
99:45,56.00,34.81,190,152,98
99:46,56.01,35.76,204,153,97
99:47,56.02,36.74,219,152,97
99:48,56.03,36.87,221,152,99
99:49,56.04,36.48,215,153,98
99:50,56.05,36.16,210,152,98
99:51,56.06,35.90,206,152,98
99:52,56.07,35.63,202,152,98
99:53,56.08,36.53,216,152,99
99:54,56.09,35.76,204,153,98
99:55,56.10,35.95,207,152,100
99:56,56.11,35.82,205,153,98
99:57,56.12,35.95,207,152,98
99:58,56.13,35.36,198,152,98
99:59,56.14,35.69,203,152,98
100:00,56.15,36.29,212,152,97
100:01,56.16,36.53,216,152,95
100:02,56.17,36.35,213,152,96
100:03,56.18,37.42,230,152,95
100:04,56.19,37.48,231,152,96
100:05,56.20,36.35,213,152,95
100:06,56.21,37.42,230,152,94
100:07,56.22,38.90,255,152,96
100:08,56.23,35.55,201,152,95
100:09,56.24,35.95,207,152,95
100:10,56.25,35.82,205,153,97
100:11,56.26,35.23,196,152,97
100:12,56.27,36.16,210,152,97
100:13,56.28,35.02,193,152,96
100:14,56.29,35.69,203,152,96
100:15,56.30,36.03,208,152,96
100:16,56.31,35.36,198,153,96
100:17,56.32,36.42,214,153,96
100:18,56.33,36.74,219,152,97
100:19,56.34,36.08,209,152,98
100:20,56.35,36.35,213,153,97
100:21,56.36,36.08,209,152,96
100:22,56.37,36.48,215,152,97
100:23,56.38,38.03,240,152,97
100:24,56.39,37.67,234,152,98
100:25,56.40,35.95,207,152,97
100:26,56.41,35.90,206,152,96
100:27,56.42,36.23,211,152,95
100:28,56.43,38.32,245,152,88
100:29,56.44,39.46,265,152,82
100:30,56.45,40.01,275,152,83
100:31,56.46,40.33,281,152,83
100:32,56.47,40.27,280,152,84
100:33,56.48,40.01,275,152,84
100:34,56.50,40.91,292,152,84
100:35,56.51,40.49,284,152,85
100:36,56.52,40.27,280,152,85
100:37,56.53,40.17,278,153,83
100:38,56.54,40.06,276,153,83
100:39,56.55,39.53,266,153,83
100:40,56.56,40.54,285,153,83
100:41,56.57,39.57,267,154,84
100:42,56.58,39.46,265,154,84
100:43,56.60,40.54,285,154,83
100:44,56.61,40.43,283,155,83
100:45,56.62,39.85,272,155,83
100:46,56.63,39.36,263,156,80
100:47,56.64,39.80,271,156,79
100:48,56.65,39.67,269,156,82
100:49,56.66,40.59,286,156,82
100:50,56.67,40.75,289,156,82
100:51,56.68,39.73,270,156,82
100:52,56.70,39.62,268,156,81
100:53,56.71,39.96,274,157,81
100:54,56.72,39.36,263,157,82
100:55,56.73,39.46,265,157,81
100:56,56.74,38.90,255,157,80
100:57,56.75,37.79,236,157,79
100:58,56.76,38.85,254,158,78
100:59,56.77,39.53,266,158,79
101:00,56.78,39.28,262,158,81
101:01,56.79,38.61,250,158,81
101:02,56.80,38.90,255,158,80
101:03,56.82,39.07,258,159,80
101:04,56.83,39.19,260,159,80
101:05,56.84,39.12,259,159,80
101:06,56.85,39.57,267,160,80
101:07,56.86,39.41,264,160,80
101:08,56.87,38.72,252,160,80
101:09,56.88,38.95,256,160,79
101:10,56.89,39.24,261,160,79
101:11,56.90,38.90,255,161,79
101:12,56.91,39.07,258,160,79
101:13,56.92,38.56,249,161,79
101:14,56.93,38.21,243,161,80
101:15,56.94,38.03,240,161,79
101:16,56.96,38.08,241,162,78
101:17,56.97,38.08,241,162,78
101:18,56.98,38.56,249,162,79
101:19,56.99,37.85,237,162,78
101:20,57.00,38.78,253,162,77
101:21,57.01,38.08,241,162,78
101:22,57.02,37.85,237,162,77
101:23,57.03,38.72,252,162,78
101:24,57.04,37.90,238,162,78
101:25,57.05,37.79,236,162,78
101:26,57.06,38.16,242,163,78
101:27,57.07,37.24,227,163,77
101:28,57.08,37.90,238,163,77
101:29,57.09,38.25,244,163,76
101:30,57.10,38.25,244,163,75
101:31,57.11,37.29,228,163,77
101:32,57.12,37.85,237,163,77
101:33,57.13,37.72,235,163,77
101:34,57.15,37.90,238,163,77
101:35,57.16,38.61,250,164,77
101:36,57.17,37.17,226,163,77
101:37,57.18,35.82,205,163,76
101:38,57.19,35.23,196,164,84
101:39,57.20,34.10,180,164,85
101:40,57.21,36.03,208,164,89
101:41,57.22,35.42,199,164,90
101:42,57.23,35.15,195,164,90
101:43,57.23,34.37,184,164,91
101:44,57.24,34.24,182,164,90
101:45,57.25,34.52,186,164,91
101:46,57.26,34.68,188,164,89
101:47,57.27,34.73,189,164,89
101:48,57.28,33.44,171,165,88
101:49,57.29,34.16,181,165,87
101:50,57.30,35.02,193,164,87
101:51,57.31,33.73,175,165,90
101:52,57.32,32.28,156,165,88
101:53,57.33,33.87,177,164,87
101:54,57.34,35.95,207,164,88
101:55,57.35,32.67,161,165,88
101:56,57.36,33.29,169,164,88
101:57,57.37,32.59,160,164,87
101:58,57.38,32.75,162,164,87
101:59,57.39,34.60,187,163,87
102:00,57.40,36.03,208,163,89
102:01,57.41,34.45,185,163,91
102:02,57.41,35.02,193,162,94
102:03,57.42,35.23,196,162,94
102:04,57.43,33.95,178,162,94
102:05,57.44,34.10,180,161,93
102:06,57.45,35.28,197,161,95
102:07,57.46,35.42,199,161,95
102:08,57.47,36.35,213,161,96
102:09,57.48,35.23,196,161,97
102:10,57.49,34.95,192,161,95
102:11,57.50,35.42,199,160,94
102:12,57.51,35.28,197,160,94
102:13,57.52,35.76,204,160,94
102:14,57.53,35.23,196,160,95
102:15,57.54,35.15,195,159,95
102:16,57.55,36.42,214,159,96
102:17,57.56,35.15,195,159,96
102:18,57.57,36.03,208,159,96
102:19,57.58,35.69,203,159,96
102:20,57.59,35.63,202,159,97
102:21,57.60,36.29,212,159,98
102:22,57.61,36.35,213,159,98
102:23,57.62,35.15,195,158,99
102:24,57.63,35.08,194,159,96
102:25,57.64,35.08,194,158,96
102:26,57.65,36.29,212,159,95
102:27,57.66,36.53,216,158,95
102:28,57.67,35.90,206,158,95
102:29,57.68,36.66,218,157,97
102:30,57.69,36.03,208,158,97
102:31,57.70,36.03,208,158,97
102:32,57.71,35.55,201,157,97
102:33,57.72,35.69,203,157,96
102:34,57.73,36.29,212,157,97
102:35,57.74,34.81,190,157,97
102:36,57.75,35.76,204,157,95
102:37,57.76,35.82,205,157,96
102:38,57.77,35.95,207,157,94
102:39,57.78,36.53,216,156,96
102:40,57.79,35.23,196,157,97
102:41,57.80,35.90,206,157,96
102:42,57.81,35.50,200,157,96
102:43,57.82,35.82,205,156,96
102:44,57.83,36.16,210,156,96
102:45,57.84,35.63,202,156,97
102:46,57.85,35.02,193,156,97
102:47,57.86,36.74,219,156,96
102:48,57.87,35.90,206,156,96
102:49,57.88,35.95,207,155,97
102:50,57.89,35.08,194,155,96
102:51,57.90,35.76,204,155,95
102:52,57.91,36.03,208,154,96
102:53,57.92,35.90,206,154,96
102:54,57.93,35.55,201,154,95
102:55,57.94,36.53,216,153,96
102:56,57.95,36.79,220,153,97
102:57,57.96,35.55,201,153,96
102:58,57.97,35.50,200,154,96
102:59,57.98,35.95,207,154,96
103:00,57.99,36.16,210,153,96
103:01,58.00,36.53,216,154,96
