Stages_Data,,,,,
English,,,,,
Time,Miles,MPH,Watts,HR,RPM
57:43:00,18.66,23.51,237,141,94
57:44:00,18.66,23.01,224,141,93
57:45:00,18.67,23.47,236,141,93
57:46:00,18.68,23.32,232,141,91
57:47:00,18.68,23.54,238,141,91
57:48:00,18.69,23.98,250,141,92
57:49:00,18.7,23.54,238,141,91
57:50:00,18.7,22.93,222,141,90
57:51:00,18.71,23.47,236,141,93
57:52:00,18.71,23.28,231,141,93
57:53:00,18.72,23.28,231,141,92
57:54:00,18.73,22.41,209,141,90
57:55:00,18.73,22.33,207,141,90
57:56:00,18.74,23.65,241,141,90
57:57:00,18.75,23.32,232,141,90
57:58:00,18.75,23.54,238,141,91
57:59:00,18.76,23.87,247,141,92
58:00:00,18.77,23.4,234,141,91
58:01:00,18.77,23.65,241,141,91
58:02:00,18.78,23.21,229,141,91
58:03:00,18.79,23.21,229,141,91
58:04:00,18.79,23.09,226,141,91
58:05:00,18.8,23.47,236,141,92
58:06:00,18.81,23.62,240,141,93
58:07:00,18.81,23.73,243,141,93
58:08:00,18.82,23.84,246,141,93
58:09:00,18.83,24.16,255,141,94
58:10:00,18.83,24.75,272,141,95
58:11:00,18.84,24.13,254,141,94
58:12:00,18.85,23.21,229,141,93
58:13:00,18.85,23.65,241,141,93
58:14:00,18.86,23.65,241,141,93
58:15:00,18.86,23.8,245,141,93
58:16:00,18.87,23.43,235,141,90
58:17:00,18.88,23.87,247,141,92
58:18:00,18.88,23.4,234,141,92
58:19:00,18.89,23.24,230,141,92
58:20:00,18.9,23.28,231,141,91
58:21:00,18.9,23.32,232,141,91
58:22:00,18.91,23.54,238,141,91
58:23:00,18.92,23.62,240,141,92
58:24:00,18.92,23.7,242,141,91
58:25:00,18.93,22.74,217,141,91
58:26:00,18.94,23.01,224,141,90
58:27:00,18.94,23.73,243,141,92
58:28:00,18.95,23.35,233,141,92
58:29:00,18.96,22.97,223,141,91
58:30:00,18.96,23.73,243,141,91
58:31:00,18.97,23.35,233,141,92
58:32:00,18.98,23.54,238,141,93
58:33:00,18.98,23.62,240,141,92
58:34:00,18.99,23.91,248,141,93
58:35:00,19,23.62,240,141,92
58:36:00,19,23.51,237,141,93
58:37:00,19.01,23.62,240,141,92
58:38:00,19.01,23.21,229,141,93
58:39:00,19.02,23.13,227,141,92
58:40:00,19.03,23.73,243,141,93
58:41:00,19.03,24.05,252,141,93
58:42:00,19.04,23.4,234,141,93
58:43:00,19.05,23.65,241,141,94
58:44:00,19.05,23.8,245,141,94
58:45:00,19.06,23.87,247,141,93
58:46:00,19.07,24.19,256,141,93
58:47:00,19.07,23.35,233,141,93
58:48:00,19.08,23.47,236,141,92
58:49:00,19.09,23.28,231,141,92
58:50:00,19.09,23.7,242,141,93
58:51:00,19.1,23.59,239,141,93
58:52:00,19.11,23.01,224,141,93
58:53:00,19.11,23.28,231,141,93
58:54:00,19.12,23.35,233,141,93
58:55:00,19.13,23.65,241,141,94
58:56:00,19.13,23.13,227,141,92
58:57:00,19.14,23.47,236,141,92
58:58:00,19.15,23.43,235,141,92
58:59:00,19.15,23.84,246,141,94
59:00:00,19.16,23.4,234,141,93
59:01:00,19.16,23.24,230,141,93
59:02:00,19.17,23.73,243,141,93
59:03:00,19.18,23.59,239,141,93
59:04:00,19.18,23.65,241,141,93
59:05:00,19.19,23.01,224,141,92
59:06:00,19.2,23.35,233,141,92
59:07:00,19.2,23.01,224,141,92
59:08:00,19.21,21.83,195,141,92
59:09:00,19.22,23.73,243,141,92
59:10:00,19.22,22.93,222,141,91
59:11:00,19.23,23.35,233,141,91
59:12:00,19.24,23.47,236,141,90
59:13:00,19.24,23.09,226,141,90
59:14:00,19.25,23.54,238,141,91
59:15:00,19.26,23.84,246,141,91
59:16:00,19.26,23.05,225,141,92
59:17:00,19.27,23.47,236,141,92
59:18:00,19.27,23.4,234,141,91
59:19:00,19.28,23.4,234,141,91
59:20:00,19.29,23.87,247,141,93
59:21:00,19.29,23.73,243,141,92
59:22:00,19.3,23.13,227,141,92
59:23:00,19.31,22.93,222,141,91
59:24:00,19.31,23.28,231,141,91
59:25:00,19.32,23.01,224,141,91
59:26:00,19.33,23.21,229,141,92
59:27:00,19.33,23.09,226,141,91
59:28:00,19.34,23.05,225,141,91
59:29:00,19.35,23.01,224,141,91
59:30:00,19.35,23.09,226,141,91
59:31:00,19.36,23.24,230,141,91
59:32:00,19.37,22.85,220,141,91
59:33:00,19.37,24.27,258,141,95
59:34:00,19.38,24.45,263,141,96
59:35:00,19.39,23.98,250,141,93
59:36:00,19.39,24.05,252,141,93
59:37:00,19.4,22.97,223,141,92
59:38:00,19.4,23.21,229,141,91
59:39:00,19.41,23.54,238,141,90
59:40:00,19.42,23.65,241,141,91
59:41:00,19.42,23.32,232,141,91
59:42:00,19.43,23.54,238,141,92
59:43:00,19.44,23.47,236,141,92
59:44:00,19.44,23.87,247,141,93
59:45:00,19.45,23.43,235,141,92
59:46:00,19.46,23.54,238,141,93
59:47:00,19.46,23.01,224,141,92
59:48:00,19.47,22.5,211,141,91
59:49:00,19.48,23.54,238,141,91
59:50:00,19.48,23.8,245,141,92
59:51:00,19.49,24.09,253,141,92
59:52:00,19.5,23.4,234,141,93
59:53:00,19.5,23.28,231,141,92
59:54:00,19.51,23.28,231,141,91
59:55:00,19.52,23.35,233,141,91
59:56:00,19.52,23.21,229,141,91
59:57:00,19.53,23.65,241,141,91
59:58:00,19.53,23.35,233,141,91
59:59:00,19.54,23.01,224,141,92
60:00:00,19.55,23.24,230,141,91
60:01:00,19.55,23.16,228,141,91
60:02:00,19.56,23.13,227,141,91
60:03:00,19.57,23.01,224,141,91
60:04:00,19.57,23.16,228,141,91
60:05:00,19.58,23.24,230,141,92
60:06:00,19.59,22.17,203,141,91
60:07:00,19.59,23.09,226,141,91
60:08:00,19.6,24.16,255,141,94
60:09:00,19.61,24.23,257,141,93
60:10:00,19.61,24.61,268,141,94
60:11:00,19.62,24.02,251,141,95
60:12:00,19.63,23.43,235,141,93
60:13:00,19.63,23.54,238,141,92
60:14:00,19.64,23.47,236,141,93
60:15:00,19.65,23.4,234,141,93
60:16:00,19.65,23.98,250,141,93
60:17:00,19.66,23.73,243,141,92
60:18:00,19.67,23.47,236,141,92
60:19:00,19.67,23.35,233,141,92
60:20:00,19.68,22.85,220,141,91
60:21:00,19.68,22.66,215,141,91
60:22:00,19.69,23.21,229,141,92
60:23:00,19.7,23.62,240,141,92
60:24:00,19.7,22.93,222,141,92
60:25:00,19.71,23.32,232,141,91
60:26:00,19.72,23.21,229,141,90
60:27:00,19.72,23.28,231,141,91
60:28:00,19.73,22.85,220,141,91
60:29:00,19.74,22.85,220,141,91
60:30:00,19.74,23.7,242,141,91
60:31:00,19.75,23.35,233,141,91
60:32:00,19.76,23.47,236,141,91
60:33:00,19.76,23.01,224,141,92
60:34:00,19.77,23.47,236,141,93
60:35:00,19.77,23.16,228,141,94
60:36:00,19.78,23.87,247,141,93
60:37:00,19.79,24.4,262,141,94
60:38:00,19.79,23.98,250,141,92
60:39:00,19.8,24.58,267,141,95
60:40:00,19.81,23.95,249,141,94
60:41:00,19.81,23.7,242,141,93
60:42:00,19.82,22.58,213,141,94
60:43:00,19.83,23.16,228,141,93
60:44:00,19.83,23.05,225,141,92
60:45:00,19.84,23.62,240,141,92
60:46:00,19.85,24.27,258,141,92
60:47:00,19.85,23.62,240,141,92
60:48:00,19.86,24.05,252,141,92
60:49:00,19.87,24.16,255,141,93
60:50:00,19.87,23.98,250,141,93
60:51:00,19.88,23.47,236,141,92
60:52:00,19.89,23.98,250,141,91
60:53:00,19.89,24.23,257,141,92
60:54:00,19.9,23.35,233,141,92
60:55:00,19.91,23.8,245,141,93
60:56:00,19.91,23.8,245,141,93
60:57:00,19.92,23.51,237,141,92
60:58:00,19.93,23.65,241,141,93
60:59:00,19.93,23.62,240,141,92
61:00:00,19.94,23.8,245,141,92
61:01:00,19.95,22.05,200,141,90
61:02:00,19.95,22.85,220,141,91
61:03:00,19.96,23.62,240,141,91
61:04:00,19.97,23.28,231,141,91
61:05:00,19.97,23.87,247,141,91
61:06:00,19.98,23.21,229,141,91
61:07:00,19.98,23.87,247,141,91
61:08:00,19.99,23.98,250,141,92
61:09:00,20,23.59,239,141,91
61:10:00,20,23.8,245,141,92
61:11:00,20.01,23.47,236,141,91
61:12:00,20.02,23.54,238,141,91
61:13:00,20.02,23.43,235,141,91
61:14:00,20.03,22.93,222,141,90
61:15:00,20.04,22.85,220,141,91
61:16:00,20.04,23.01,224,141,91
61:17:00,20.05,23.98,250,141,92
61:18:00,20.06,23.73,243,141,91
61:19:00,20.06,23.28,231,141,91
61:20:00,20.07,23.24,230,141,91
61:21:00,20.08,23.24,230,141,92
61:22:00,20.08,23.47,236,141,92
61:23:00,20.09,22.85,220,141,91
61:24:00,20.1,23.01,224,141,90
61:25:00,20.1,22.93,222,141,91
61:26:00,20.11,23.09,226,141,91
61:27:00,20.11,23.4,234,141,91
61:28:00,20.12,23.09,226,141,92
61:29:00,20.13,23.21,229,141,91
61:30:00,20.13,23.28,231,141,91
61:31:00,20.14,23.51,237,141,93
61:32:00,20.15,23.76,244,141,94
61:33:00,20.15,23.98,250,141,94
61:34:00,20.16,23.47,236,141,94
61:35:00,20.17,23.13,227,141,93
61:36:00,20.17,23.7,242,141,93
61:37:00,20.18,23.54,238,141,93
61:38:00,20.19,23.35,233,141,93
61:39:00,20.19,23.59,239,141,93
61:40:00,20.2,23.32,232,141,92
61:41:00,20.21,22.93,222,141,93
61:42:00,20.21,21.79,194,141,94
61:43:00,20.22,23.95,249,141,96
61:44:00,20.22,24.19,256,141,95
61:45:00,20.23,22.85,220,141,94
61:46:00,20.24,23.51,237,141,94
61:47:00,20.24,23.76,244,141,92
61:48:00,20.25,23.73,243,141,93
61:49:00,20.26,23.01,224,141,92
61:50:00,20.26,22.74,217,141,91
61:51:00,20.27,23.35,233,141,92
61:52:00,20.28,23.05,225,141,92
61:53:00,20.28,23.47,236,141,93
61:54:00,20.29,23.13,227,141,94
61:55:00,20.3,23.47,236,141,93
61:56:00,20.3,22.66,215,141,94
61:57:00,20.31,23.91,248,141,93
61:58:00,20.31,23.43,235,141,89
61:59:00,20.32,23.35,233,141,80
62:00:00,20.33,23.43,235,141,75
62:01:00,20.33,23.13,227,141,73
62:02:00,20.34,22.82,219,141,72
62:03:00,20.35,22.85,220,141,72
62:04:00,20.35,23.09,226,141,72
62:05:00,20.36,23.09,226,141,70
62:06:00,20.37,22.5,211,141,69
62:07:00,20.37,23.05,225,141,70
62:08:00,20.38,23.51,237,141,69
62:09:00,20.39,22.74,217,141,70
62:10:00,20.39,23.09,226,141,71
62:11:00,20.4,21.88,196,141,75
62:12:00,20.4,21.62,190,141,74
62:13:00,20.41,22.25,205,141,77
62:14:00,20.42,22.93,222,141,85
62:15:00,20.42,23.65,241,141,89
62:16:00,20.43,23.21,229,141,93
62:17:00,20.44,23.01,224,141,91
62:18:00,20.44,22.69,216,141,91
62:19:00,20.45,23.13,227,141,90
62:20:00,20.46,23.59,239,141,90
62:21:00,20.46,22.97,223,141,91
62:22:00,20.47,22.38,208,141,91
62:23:00,20.47,22.5,211,141,91
62:24:00,20.48,22.77,218,141,90
62:25:00,20.49,23.13,227,141,91
62:26:00,20.49,23.98,250,141,93
62:27:00,20.5,23.4,234,141,93
62:28:00,20.51,22.97,223,141,92
62:29:00,20.51,22.97,223,141,92
62:30:00,20.52,21.83,195,141,91
62:31:00,20.52,21.54,188,141,91
62:32:00,20.53,23.73,243,141,93
62:33:00,20.54,23.05,225,141,93
62:34:00,20.54,23.16,228,141,93
62:35:00,20.55,23.21,229,141,93
62:36:00,20.56,23.09,226,141,92
62:37:00,20.56,22.9,221,141,92
62:38:00,20.57,23.73,243,141,93
62:39:00,20.58,23.01,224,141,93
62:40:00,20.58,22.74,217,141,93
62:41:00,20.59,23.13,227,141,93
62:42:00,20.6,23.47,236,141,94
62:43:00,20.6,22.77,218,141,94
62:44:00,20.61,22.85,220,141,95
62:45:00,20.61,23.87,247,141,98
62:46:00,20.62,22.82,219,141,97
62:47:00,20.63,23.21,229,141,96
62:48:00,20.63,23.28,231,141,96
62:49:00,20.64,23.13,227,141,94
62:50:00,20.65,23.51,237,141,97
62:51:00,20.65,23.7,242,141,96
62:52:00,20.66,23.4,234,141,95
62:53:00,20.67,23.43,235,141,95
62:54:00,20.67,23.21,229,141,94
62:55:00,20.68,23.65,241,141,94
62:56:00,20.69,23.01,224,141,93
62:57:00,20.69,23.01,224,141,93
62:58:00,20.7,23.35,233,141,93
62:59:00,20.71,23.76,244,141,95
63:00:00,20.71,23.16,228,141,94
63:01:00,20.72,23.65,241,141,96
63:02:00,20.73,23.76,244,141,95
63:03:00,20.73,23.76,244,141,96
63:04:00,20.74,23.47,236,141,94
63:05:00,20.74,23.65,241,141,93
63:06:00,20.75,23.4,234,141,94
63:07:00,20.76,23.54,238,141,94
63:08:00,20.76,23.47,236,141,93
63:09:00,20.77,24.05,252,141,94
63:10:00,20.78,23.4,234,141,93
63:11:00,20.78,23.65,241,141,93
63:12:00,20.79,23.98,250,141,92
63:13:00,20.8,24.3,259,141,93
63:14:00,20.8,24.68,270,141,94
63:15:00,20.81,23.98,250,141,94
63:16:00,20.82,23.4,234,141,93
63:17:00,20.82,24.4,262,141,94
63:18:00,20.83,24.4,262,141,95
63:19:00,20.84,23.65,241,141,93
63:20:00,20.84,24.51,265,141,92
63:21:00,20.85,23.47,236,141,94
63:22:00,20.86,24.4,262,141,94
63:23:00,20.86,24.75,272,141,95
63:24:00,20.87,24.37,261,141,96
63:25:00,20.88,24.95,278,141,98
63:26:00,20.89,23.32,232,141,95
63:27:00,20.89,23.62,240,141,94
63:28:00,20.9,23.65,241,141,94
63:29:00,20.9,23.62,240,141,93
63:30:00,20.91,23.21,229,141,93
63:31:00,20.92,23.28,231,141,92
63:32:00,20.92,23.65,241,141,94
63:33:00,20.93,23.91,248,141,94
63:34:00,20.94,22,199,141,94
63:35:00,20.94,22.74,217,141,94
63:36:00,20.95,24.05,252,141,94
63:37:00,20.96,23.8,245,141,93
63:38:00,20.96,23.84,246,141,93
63:39:00,20.97,23.7,242,141,94
63:40:00,20.98,24.19,256,141,94
63:41:00,20.98,24.45,263,141,96
63:42:00,20.99,24.27,258,141,96
63:43:00,21,23.65,241,141,96
63:44:00,21,24.27,258,141,95
63:45:00,21.01,24.75,272,141,95
63:46:00,21.02,24.51,265,141,96
63:47:00,21.02,23.95,249,141,96
63:48:00,21.03,23.95,249,141,96
63:49:00,21.04,24.19,256,141,95
63:50:00,21.04,23.43,235,141,95
63:51:00,21.05,23.73,243,141,95
63:52:00,21.06,24.27,258,141,94
63:53:00,21.06,23.91,248,141,95
63:54:00,21.07,24.13,254,141,95
63:55:00,21.08,24.09,253,141,96
63:56:00,21.08,23.91,248,141,94
63:57:00,21.09,23.01,224,141,93
63:58:00,21.1,23.4,234,141,93
63:59:00,21.1,23.76,244,141,94
64:00:00,21.11,23.8,245,141,94
64:01:00,21.12,23.54,238,141,93
64:02:00,21.12,24.02,251,141,95
64:03:00,21.13,24.16,255,141,96
64:04:00,21.14,24.09,253,141,95
64:05:00,21.14,23.47,236,141,94
64:06:00,21.15,24.13,254,141,94
64:07:00,21.16,23.84,246,141,95
64:08:00,21.16,23.91,248,141,95
64:09:00,21.17,23.84,246,141,94
64:10:00,21.18,24.61,268,141,96
64:11:00,21.18,24.27,258,141,96
64:12:00,21.19,23.91,248,141,95
64:13:00,21.2,24.05,252,141,94
64:14:00,21.2,24.27,258,141,95
64:15:00,21.21,24.27,258,141,95
64:16:00,21.22,24.02,251,141,96
64:17:00,21.22,23.65,241,141,94
64:18:00,21.23,24.27,258,141,97
64:19:00,21.24,24.98,279,141,102
64:20:00,21.24,24.02,251,141,99
64:21:00,21.25,23.65,241,141,97
64:22:00,21.26,24.16,255,141,96
64:23:00,21.26,23.32,232,141,98
64:24:00,21.27,22.3,206,141,95
64:25:00,21.28,23.32,232,141,96
64:26:00,21.28,24.92,277,141,96
64:27:00,21.29,24.45,263,141,96
64:28:00,21.3,24.45,263,141,97
64:29:00,21.3,24.05,252,141,94
64:30:00,21.31,23.4,234,141,95
64:31:00,21.32,24.05,252,141,95
64:32:00,21.32,23.65,241,141,94
64:33:00,21.33,24.02,251,141,96
64:34:00,21.34,24.51,265,141,95
64:35:00,21.34,23.7,242,141,94
64:36:00,21.35,23.47,236,141,93
64:37:00,21.36,23.8,245,141,93
64:38:00,21.36,23.73,243,141,94
64:39:00,21.37,24.13,254,141,96
64:40:00,21.38,23.95,249,141,96
64:41:00,21.38,23.84,246,141,95
64:42:00,21.39,23.54,238,141,94
64:43:00,21.4,23.76,244,141,94
64:44:00,21.4,23.51,237,141,94
64:45:00,21.41,24.16,255,141,93
64:46:00,21.42,24.51,265,141,95
64:47:00,21.42,23.84,246,141,96
64:48:00,21.43,24.13,254,141,93
64:49:00,21.44,23.76,244,141,94
64:50:00,21.44,23.95,249,141,95
64:51:00,21.45,23.84,246,141,94
64:52:00,21.46,24.19,256,141,94
64:53:00,21.46,23.73,243,141,94
64:54:00,21.47,24.34,260,141,93
64:55:00,21.48,23.95,249,141,94
64:56:00,21.48,24.23,257,141,94
64:57:00,21.49,23.87,247,141,93
64:58:00,21.5,23.7,242,141,94
64:59:00,21.5,24.05,252,141,94
65:00:00,21.51,24.68,270,141,95
65:01:00,21.52,23.87,247,141,93
65:02:00,21.52,24.16,255,141,95
65:03:00,21.53,24.05,252,141,95
65:04:00,21.54,24.05,252,141,95
65:05:00,21.54,23.21,229,141,93
65:06:00,21.55,23.7,242,141,94
65:07:00,21.56,23.95,249,141,94
65:08:00,21.56,23.76,244,141,94
65:09:00,21.57,24.34,260,141,94
65:10:00,21.58,24.02,251,141,95
65:11:00,21.58,23.84,246,141,95
65:12:00,21.59,24.23,257,141,94
65:13:00,21.6,24.75,272,141,95
65:14:00,21.6,23.84,246,141,95
65:15:00,21.61,24.75,272,141,96
65:16:00,21.62,24.27,258,141,96
65:17:00,21.62,23.95,249,141,95
65:18:00,21.63,24.37,261,141,96
65:19:00,21.64,24.3,259,141,98
65:20:00,21.64,23.73,243,141,96
65:21:00,21.65,24.23,257,141,96
65:22:00,21.66,23.59,239,141,95
65:23:00,21.66,24.16,255,141,96
65:24:00,21.67,23.47,236,141,95
65:25:00,21.68,24.27,258,141,97
65:26:00,21.68,24.4,262,141,94
65:27:00,21.69,23.7,242,141,95
65:28:00,21.7,24.23,257,141,93
65:29:00,21.7,23.28,231,141,94
65:30:00,21.71,23.73,243,141,93
65:31:00,21.72,24.16,255,141,95
65:32:00,21.72,23.76,244,141,95
65:33:00,21.73,23.91,248,141,94
65:34:00,21.74,23.91,248,141,94
65:35:00,21.74,23.95,249,141,94
65:36:00,21.75,23.91,248,141,94
65:37:00,21.76,24.02,251,141,95
65:38:00,21.76,23.84,246,141,94
65:39:00,21.77,24.09,253,141,94
65:40:00,21.78,24.27,258,141,95
65:41:00,21.78,24.02,251,141,95
65:42:00,21.79,24.09,253,141,95
65:43:00,21.8,24.09,253,141,95
65:44:00,21.8,24.45,263,141,95
65:45:00,21.81,23.73,243,141,94
65:46:00,21.82,23.84,246,141,94
65:47:00,21.82,24.09,253,141,93
65:48:00,21.83,23.62,240,141,93
65:49:00,21.84,24.02,251,141,94
65:50:00,21.84,23.98,250,141,93
65:51:00,21.85,23.84,246,141,94
65:52:00,21.86,23.21,229,141,96
65:53:00,21.86,23.13,227,141,95
65:54:00,21.87,23.4,234,141,94
65:55:00,21.87,24.09,253,141,95
65:56:00,21.88,23.47,236,141,93
65:57:00,21.89,23.54,238,141,94
65:58:00,21.89,24.13,254,141,95
65:59:00,21.9,23.84,246,141,94
66:00:00,21.91,24.02,251,141,95
66:01:00,21.91,23.51,237,141,94
66:02:00,21.92,23.91,248,141,94
66:03:00,21.93,24.34,260,141,95
66:04:00,21.93,24.68,270,141,95
66:05:00,21.94,23.59,239,141,95
66:06:00,21.95,23.51,237,141,95
66:07:00,21.95,23.76,244,141,94
66:08:00,21.96,23.91,248,141,95
66:09:00,21.97,24.51,265,141,96
66:10:00,21.97,24.45,263,141,95
66:11:00,21.98,24.34,260,141,94
66:12:00,21.99,23.8,245,141,94
66:13:00,21.99,25.24,287,141,97
66:14:00,22,25.18,285,141,97
66:15:00,22.01,24.34,260,141,95
66:16:00,22.02,23.84,246,141,94
66:17:00,22.02,23.65,241,141,94
66:18:00,22.03,24.19,256,141,95
66:19:00,22.04,24.05,252,141,94
66:20:00,22.04,23.95,249,141,95
66:21:00,22.05,24.3,259,141,98
66:22:00,22.06,24.55,266,141,97
66:23:00,22.06,23.98,250,141,95
66:24:00,22.07,24.51,265,141,95
66:25:00,22.08,24.75,272,141,96
66:26:00,22.08,24.58,267,141,95
66:27:00,22.09,25.47,294,141,100
66:28:00,22.1,24.02,251,141,95
66:29:00,22.1,23.65,241,141,94
66:30:00,22.11,24.09,253,141,96
66:31:00,22.12,23.84,246,141,96
66:32:00,22.12,23.76,244,141,95
66:33:00,22.13,24.48,264,141,96
66:34:00,22.14,23.95,249,141,96
66:35:00,22.14,23.95,249,141,96
66:36:00,22.15,24.58,267,141,98
66:37:00,22.16,24.09,253,141,96
66:38:00,22.16,24.45,263,141,96
66:39:00,22.17,24.85,275,141,98
66:40:00,22.18,24.79,273,141,98
66:41:00,22.18,24.09,253,141,96
66:42:00,22.19,23.91,248,141,95
66:43:00,22.2,23.05,225,141,94
66:44:00,22.2,23.7,242,141,94
66:45:00,22.21,24.02,251,141,95
66:46:00,22.22,23.21,229,141,94
66:47:00,22.22,22.38,208,141,95
66:48:00,22.23,24.4,262,141,95
66:49:00,22.24,24.45,263,141,96
66:50:00,22.24,24.37,261,141,97
66:51:00,22.25,23.95,249,141,96
66:52:00,22.26,23.73,243,141,95
66:53:00,22.26,24.05,252,141,96
66:54:00,22.27,23.59,239,141,95
66:55:00,22.28,24.27,258,141,99
66:56:00,22.28,24.55,266,141,97
66:57:00,22.29,23.95,249,141,98
66:58:00,22.3,24.05,252,141,94
66:59:00,22.3,24.02,251,141,96
67:00:00,22.31,23.91,248,141,95
67:01:00,22.32,23.47,236,141,95
67:02:00,22.32,24.16,255,141,95
67:03:00,22.33,24.27,258,141,95
67:04:00,22.34,24.58,267,141,96
67:05:00,22.34,24.48,264,141,97
67:06:00,22.35,24.09,253,141,95
67:07:00,22.36,23.98,250,141,95
67:08:00,22.36,23.84,246,141,95
67:09:00,22.37,23.47,236,141,94
67:10:00,22.38,23.4,234,141,94
67:11:00,22.38,23.91,248,141,95
67:12:00,22.39,24.58,267,141,95
67:13:00,22.4,24.27,258,141,96
67:14:00,22.4,23.54,238,141,93
67:15:00,22.41,23.51,237,141,94
67:16:00,22.42,24.09,253,141,95
67:17:00,22.42,24.45,263,141,96
67:18:00,22.43,23.95,249,141,95
67:19:00,22.44,24.23,257,141,95
67:20:00,22.44,24.23,257,141,95
67:21:00,22.45,23.87,247,141,95
67:22:00,22.46,24.23,257,141,96
67:23:00,22.46,24.34,260,141,95
67:24:00,22.47,24.68,270,141,95
67:25:00,22.48,24.19,256,141,95
67:26:00,22.48,23.65,241,141,95
67:27:00,22.49,23.84,246,141,95
67:28:00,22.5,23.8,245,141,93
67:29:00,22.5,24.16,255,141,96
67:30:00,22.51,22.74,217,141,96
67:31:00,22.52,23.51,237,141,96
67:32:00,22.52,23.21,229,141,95
67:33:00,22.53,23.8,245,141,93
67:34:00,22.54,23.4,234,141,94
67:35:00,22.54,24.55,266,141,94
67:36:00,22.55,23.84,246,141,96
67:37:00,22.56,24.45,263,141,96
67:38:00,22.56,24.45,263,141,95
67:39:00,22.57,24.02,251,141,95
67:40:00,22.58,23.47,236,141,94
67:41:00,22.58,23.76,244,141,88
67:42:00,22.59,23.32,232,141,78
67:43:00,22.6,23.35,233,141,72
67:44:00,22.6,23.35,233,141,70
67:45:00,22.61,23.05,225,141,70
67:46:00,22.61,22.77,218,141,68
67:47:00,22.62,23.24,230,141,69
67:48:00,22.63,22.93,222,141,69
67:49:00,22.63,23.32,232,141,69
67:50:00,22.64,23.51,237,141,71
67:51:00,22.65,23.32,232,141,70
67:52:00,22.65,23.4,234,141,71
67:53:00,22.66,23.47,236,141,70
67:54:00,22.67,23.84,246,141,70
67:55:00,22.67,23.8,245,141,70
67:56:00,22.68,23.43,235,141,71
67:57:00,22.69,23.43,235,141,70
67:58:00,22.69,24.09,253,141,71
67:59:00,22.7,24.02,251,141,72
68:00:00,22.71,24.98,279,141,72
68:01:00,22.71,26.25,319,141,81
68:02:00,22.72,25.6,298,141,81
68:03:00,22.73,24.19,256,141,79
68:04:00,22.73,22.54,212,141,81
68:05:00,22.74,23.98,250,141,86
68:06:00,22.75,23.21,229,141,88
68:07:00,22.75,23.62,240,141,90
68:08:00,22.76,24.05,252,141,92
68:09:00,22.77,23.95,249,141,95
68:10:00,22.77,23.59,239,141,94
68:11:00,22.78,23.43,235,141,93
68:12:00,22.79,23.73,243,141,92
68:13:00,22.79,24.58,267,141,93
68:14:00,22.8,24.16,255,141,94
68:15:00,22.81,24.05,252,141,93
68:16:00,22.81,23.98,250,141,93
68:17:00,22.82,24.68,270,141,95
68:18:00,22.83,24.16,255,141,95
68:19:00,22.83,24.09,253,141,97
68:20:00,22.84,24.4,262,141,100
68:21:00,22.85,24.45,263,141,100
68:22:00,22.85,23.95,249,141,96
68:23:00,22.86,24.85,275,141,97
68:24:00,22.87,25.11,283,141,95
68:25:00,22.87,23.95,249,141,94
68:26:00,22.88,23.84,246,141,97
68:27:00,22.89,24.02,251,141,94
68:28:00,22.89,24.09,253,141,94
68:29:00,22.9,24.3,259,141,94
68:30:00,22.91,24.4,262,141,94
68:31:00,22.91,23.91,248,141,94
68:32:00,22.92,24.09,253,141,93
68:33:00,22.93,24.13,254,141,92
68:34:00,22.93,24.4,262,141,93
68:35:00,22.94,23.54,238,141,93
68:36:00,22.95,23.73,243,141,92
68:37:00,22.95,24.09,253,141,92
68:38:00,22.96,23.54,238,141,92
68:39:00,22.97,23.73,243,141,93
68:40:00,22.97,23.98,250,141,92
68:41:00,22.98,23.87,247,141,92
68:42:00,22.99,24.37,261,141,93
68:43:00,22.99,24.98,279,141,95
68:44:00,23,24.51,265,141,96
68:45:00,23.01,24.27,258,141,96
68:46:00,23.01,23.54,238,141,92
68:47:00,23.02,24.45,263,141,97
68:48:00,23.03,24.27,258,141,95
68:49:00,23.03,24.51,265,141,95
68:50:00,23.04,24.55,266,141,96
68:51:00,23.05,24.45,263,141,96
68:52:00,23.06,24.61,268,141,96
68:53:00,23.06,24.51,265,141,95
68:54:00,23.07,24.34,260,141,96
68:55:00,23.08,24.27,258,141,96
68:56:00,23.08,24.37,261,141,96
68:57:00,23.09,24.72,271,141,98
68:58:00,23.1,23.91,248,141,95
68:59:00,23.1,23.73,243,141,94
69:00:00,23.11,23.51,237,141,96
69:01:00,23.12,23.95,249,141,97
69:02:00,23.12,24.48,264,141,96
69:03:00,23.13,24.75,272,141,95
69:04:00,23.14,24.51,265,141,97
69:05:00,23.14,25.44,293,141,99
69:06:00,23.15,24.02,251,141,96
69:07:00,23.16,23.59,239,141,96
69:08:00,23.16,24.13,254,141,98
69:09:00,23.17,24.4,262,141,96
69:10:00,23.18,24.55,266,141,97
69:11:00,23.18,23.95,249,141,96
69:12:00,23.19,24.19,256,141,97
69:13:00,23.2,23.21,229,141,95
69:14:00,23.2,23.32,232,141,95
69:15:00,23.21,24.27,258,141,96
69:16:00,23.22,24.98,279,141,95
69:17:00,23.22,24.72,271,141,96
69:18:00,23.23,24.61,268,141,98
69:19:00,23.24,24.09,253,141,95
69:20:00,23.24,24.16,255,141,96
